restaurant_name,location,cuisine,cost_for_two,rating
Daily Bite,Richmond Road,"Desserts, Fast Food",,
Lime Twist,Residency Road,"Fast Food, Beverages",,
All Saints Bakery,Brigade Road,Bakery,,
Ta'aam,Cunningham Road,"North Indian, Mughlai, Arabian, Chinese",,
Classic Shop,Ulsoor,"Juices, Beverages",,
Coastal Delight,Indiranagar,"Seafood, South Indian, North Indian, Mangalorean, Chinese",,
Little White Kitchen,Brigade Road,"Chinese, Continental, North Indian, Italian",,
UBQ by Barbeque Nation,MG Road,"North Indian, BBQ, Biryani, Kebab",,
Taipan,Frazer Town,"Chinese, Momos",,
Penta Cafe,Frazer Town,"Juices, Fast Food, Beverages",,
Ideal Kitchen,Indiranagar,"North Indian, Chinese, South Indian, Seafood",,
Tibbs Frankie,Brigade Road,"Street Food, Rolls",,
Chef Baker's,MG Road,"Bakery, Desserts",,
Ghar Ki Rasoi,Indiranagar,"North Indian, Chinese, Italian",,
Gelato Italiano,Brigade Road,"Ice Cream, Bakery, Desserts",,
OCEA HOTEL,Brigade Road,"North Indian, Chinese, Seafood",,
Vietnamese Kitchen,Indiranagar,"Chinese, Vietnamese, Momos, Thai",,
Shadow Kolkata Katti Rolls & Momos,Brigade Road,"Rolls, Chinese",,
L'inoui,Cunningham Road,Desserts,,
Troll,Indiranagar,"Desserts, Ice Cream",,
Bhavani Sri,Indiranagar,"Andhra, Biryani, Seafood",,
Meaza Ginger Multi Cuisine Restaurant,Indiranagar,"North Indian, Chinese, South Indian, Kerala",,
Mamma Mexicana,MG Road,Mexican,,
The Jungle Terrace,Brigade Road,"Continental, Mexican, Lebanese",,
Roll Junction,Cunningham Road,"Fast Food, Rolls",,
Chutney Chang,Church Street,"North Indian, Chinese, BBQ",,
Amritsari Kulcha Bite,Ulsoor,North Indian,,
Delices,Ulsoor,"Bakery, Desserts",,
Meenu Oota Da Maane,Brigade Road,"Seafood, Mangalorean, Chinese",,
Gobble Up Churros Cafe,Ulsoor,"Beverages, Cafe, Desserts, Spanish, Bakery",,
Tempura Restaurant,Brigade Road,"Japanese, Chinese, Tibetan, Momos",,
Choi Choi Momos,Brigade Road,"Chinese, Fast Food, Momos",,
Shalimar,Indiranagar,"North Indian, Chinese, Seafood",,
Deshi Fusion Pizza,Old Madras Road,"Pizza, Chinese, Rolls",,
Indira Darshini,Frazer Town,"South Indian, Chinese",,
Aagaman Veg,Indiranagar,"North Indian, Chinese, South Indian",,
Salt Mango Tree,Indiranagar,Kerala,,
MISU,St. Marks Road,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",,
RockSalt,St. Marks Road,Modern Indian,,
The Rice Bowl,Lavelle Road,"Chinese, Momos",,
South Inn,Frazer Town,South Indian,,
Pathy's Kitchen,Indiranagar,Andhra,,
Happy Fillings,Ulsoor,Chinese,,
Rotti Mane,Domlur,South Indian,,
Shezan,Cunningham Road,"Chinese, Continental, North Indian, Mughlai, Steak",,
Omleterian,Ulsoor,"American, Continental",,
Oye Amritsar,Church Street,North Indian,,
Kanchanjunga Kitchen - The Flavour of Hills,Koramangala 8th Block,"Chinese, Nepalese, Tibetan, Momos",,
Croons,Brigade Road,Desserts,,
MiniMelts,Brigade Road,"Ice Cream, Desserts",,
Tandoor,MG Road,North Indian,,
Rolls Corner,Brigade Road,"Chinese, Fast Food",,
Feast India Co.,Cunningham Road,"Awadhi, Bengali, North Indian",,
Hotel Green Tara,Brigade Road,"Chinese, Tibetan, Momos",,
Oven Lovin',Brigade Road,"Desserts, Bakery",,
The Biere Club,Lavelle Road,"Continental, BBQ, Finger Food",,
Amber Rush Express,Residency Road,"Italian, Continental, Chinese",,
Bangalore Mandarin,Indiranagar,"Chinese, Seafood",,
Rolls On Wheels,Brigade Road,"Fast Food, Rolls, Momos",,
Mahesh Lunch Home,Residency Road,"Seafood, Mangalorean, North Indian, Chinese",,
Bheema's,Church Street,Andhra,,
Mount Blue,Brigade Road,"Bakery, Fast Food",,
Hatti Punjab Di,Brigade Road,North Indian,,
Brigade Paradise Hotel,Brigade Road,"Chinese, Fast Food, Rolls",,
Juice Magic,Brigade Road,"Juices, Beverages",,
Dine In,Brigade Road,"Kerala, South Indian, North Indian, Chinese",,
Chung Wah,Residency Road,"Chinese, Thai, Momos, Vietnamese",,
Mad Over Biryani,Church Street,"Biryani, North Indian",,
Danny Lambas Punjabi Dhaba,Indiranagar,"North Indian, Chinese, Biryani",,
Shiv Sager,Brigade Road,"South Indian, North Indian, Chinese",,
Bombay Kulfi,Brigade Road,"Desserts, Ice Cream",,
The Charcoal Factory,Koramangala 6th Block,"Burger, Pizza, Momos",,
Chung's Chinese Corner,Cunningham Road,Chinese,,
Kenny's Restaurant,Frazer Town,"Chinese, North Indian",,
Wat-a-Biryani,Frazer Town,Biryani,,
Fat Buddha,Cunningham Road,"Chinese, Thai",,
Instant Noodle Doodle,Frazer Town,Fast Food,,
Teppan Japanese Grill & Sushi Bar,Ulsoor,Japanese,,
New Prashanth Hotel,Majestic,"South Indian, Biryani, Chinese, North Indian",,
Midnight Eats,Frazer Town,"North Indian, Chinese",,
The Only Place,Church Street,"Italian, American, Steak, Continental, BBQ, Salad",,
Anupam's Coast II Coast,Church Street,"Seafood, Mangalorean, North Indian, Chinese",,
BabaYaga's,Indiranagar,"American, Finger Food",,
Goodness! Beverages,Residency Road,Beverages,,
Venkateshwara Foods,Residency Road,"Street Food, South Indian",,
Ramana's,Cunningham Road,"North Indian, Chinese, Healthy Food",,
BIB-Breakfast In The Box,Ulsoor,"American, Continental",,
Arabian Tea,Commercial Street,"Tea, Fast Food",,
McLeans Italian Pizzeria,Ejipura,"American, Pizza",,
The Konkan - Seafood Restaurant,St. Marks Road,"Seafood, Konkan, Mangalorean",,
Hotel Tom's Restaurant,Richmond Road,"Mangalorean, Seafood, Chinese, North Indian",,
The Bong,Frazer Town,"Bengali, North Indian",,
Hit And Run,Ulsoor,"Tibetan, Chinese",,
Delhi Food Factory,Frazer Town,North Indian,,
Fujan,Frazer Town,"Chinese, Thai, Seafood",,
Forum Bakes & Cafe,Koramangala 8th Block,"Bakery, Fast Food",,
Raaga,Indiranagar,"North Indian, Chinese, Continental",,
The Food Dude,Koramangala 6th Block,"Fast Food, Burger, Sandwich, Pizza",,
Lazio Steaks & More,Frazer Town,"Continental, Chinese, Steak",,
The Humming Tree,Indiranagar,"Fast Food, European",,
Woodstok,Indiranagar,"Continental, Italian, Steak, American",,
ASEAN - On The Edge,MG Road,"Asian, Thai",,
Chung Shan Chinese Restaurant,Ejipura,"Chinese, Momos",,
Monsoon Express,MG Road,"Continental, Thai, North Indian",,
Friends Night Kitchen,Koramangala 6th Block,"Italian, Pizza",,
Navab's,Frazer Town,Mughlai,,
Marathi Biriyani House,Frazer Town,"South Indian, Biryani",,
Retro Lounge Bar,Ulsoor,"North Indian, Chinese",,
Kick Out the Jams,Ejipura,"Burger, American, Italian",,
Xian,Ulsoor,"Chinese, Thai",,
Kulfi Point,Indiranagar,Desserts,,
8 Slice,Koramangala 6th Block,Pizza,,
Crescent Avenue - Hotel Bangalore International,Race Course Road,"North Indian, Continental, Chinese, Asian, Thai",,
Five Senses,Ulsoor,"Continental, North Indian, Fast Food",,
New Kudla Family Resturant,MG Road,"North Indian, Chinese",,
Mummy Dhaba,Ulsoor,North Indian,,
Rajeev Bakery & Juice,Richmond Road,"Fast Food, Desserts, Bakery",,
Benjarong,Ulsoor,"Thai, Asian",,
Midnight Hunger Solutions 24/7,Indiranagar,"North Indian, Mughlai, Chinese",,
Ente Keralam,Ulsoor,"Kerala, Seafood",,
Donne Biryani Mane,Wilson Garden,Biryani,,
Nagarjuna,Residency Road,"Andhra, Biryani",,
Sunny's,Lavelle Road,"European, Italian, Seafood, Continental",,
Little Chef,Richmond Road,Chinese,,
Rawal Jalebi,Commercial Street,Desserts,,
Gundappa Donne Biryani,St. Marks Road,Biryani,,
Tandoori Platter,Residency Road,North Indian,,
Nandhini Paradise,St. Marks Road,"Andhra, Chinese, North Indian",,
Aathithya,Infantry Road,"North Indian, Continental, Chinese",,
Nagashree's,Shanti Nagar,"South Indian, North Indian, Fast Food",,
Prawn Crunch,St. Marks Road,"Seafood, Fast Food",,
Express Food Delivery,Ulsoor,"North Indian, Chinese",,
AcciaRolee,Indiranagar,Healthy Food,,
Gowdara Naati Mane,Residency Road,"South Indian, Biryani, Mangalorean",,
InBento,Shanti Nagar,Japanese,,
Bangalore Biriyani,Shanti Nagar,"Biryani, Kebab",,
Toledo Home Cafe,Frazer Town,Biryani,,
Kamat's Palate Korner,Richmond Road,"North Indian, Chinese",,
Bhagini Icon Boutique Hotel,Indiranagar,"South Indian, North Indian, Continental",,
Armani Kabab Centre,Richmond Road,"North Indian, Fast Food",,
R.K Caterers,Frazer Town,North Indian,,
Ghar Ki Rasoi,Koramangala 8th Block,"North Indian, South Indian",,
Kaulige Millet Corner,Brigade Road,"Healthy Food, South Indian",,
The Chola,Frazer Town,"Biryani, Chinese, Fast Food, Kebab",,
Ice & Spice,Frazer Town,"Continental, Pizza, Fast Food",,
Homemade Food,Indiranagar,South Indian,,
In Wok,Richmond Road,Chinese,,
Aromas Of South,Race Course Road,South Indian,,
Allana Kabab,Richmond Road,North Indian,,
Home Treat,Brigade Road,North Indian,,
Vasavi Bangarpet Chats,Shivajinagar,Street Food,,
Best Tea Cafe,Frazer Town,Cafe,,
Manjit Da Dhaba,Frazer Town,North Indian,,
Halli Mane,Majestic,South Indian,,
Taj Hotel,Shivajinagar,"North Indian, Chinese",,
Foody's,Shanti Nagar,"North Indian, South Indian",,
Masala Oota,Residency Road,"South Indian, Biryani",,
Kadai Crust - Amma Veetu Samayal,Indiranagar,"Chettinad, South Indian, Biryani",,
Juice Shop,Brigade Road,"Street Food, Beverages",,
Fava,Lavelle Road,"Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",,
Copacabana Pub,Ulsoor,"Mexican, North Indian, Continental",,
Amber Rush Restobar,Residency Road,"Continental, Chinese, Fast Food",,
Bootlegger,Lavelle Road,"Continental, Steak",,
ThrowBack - Pub & Dine,Langford Town,"Italian, North Indian, Continental",,
Shaken & Stirred,Race Course Road,"Continental, North Indian, Chinese",,
Ambur Biryani,Frazer Town,"Biryani, Kebab",,
Sri Ayodhya Veg,Vasanth Nagar,"South Indian, North Indian, Chinese",,
Hotel Fine,Vasanth Nagar,"North Indian, Chinese",,
Banashankri Donne Biriyani,Ulsoor,"Biryani, Fast Food",,
Hyderabad Biryaani House,Richmond Road,"Biryani, North Indian, Chinese",,
The Bangalore Cafe,Shanti Nagar,"Modern Indian, North Indian, Pizza, Continental, Beverages",,
Sakae Japanese Restaurant,Shanti Nagar,Japanese,,
Green Onion,Residency Road,Chinese,,
Art of Delight,Residency Road,"Ice Cream, Desserts, Beverages",,
Khazana Food Paradise,Richmond Road,"North Indian, Biryani",,
Mandarin Box,Church Street,Chinese,,
Pashto,Residency Road,"North Indian, Mughlai, Afghan",,
Somilan Steak House,Church Street,"North Eastern, Asian, Naga, Steak, Momos",,
IceBreakers,Church Street,"Desserts, Ice Cream",,
Juice Junction,St. Marks Road,"Juices, Fast Food",,
Konark Vegetarian Restaurant,Lavelle Road,"North Indian, Chinese, Continental, South Indian",,
Sugarberryz Cakery,Commercial Street,"Bakery, Desserts",,
The Biryani Paradise,Richmond Road,"Biryani, South Indian",,
Stars 'N' Stripes,MG Road,"North Indian, Chinese, Fast Food",,
Juicemaker,Cunningham Road,"Beverages, Fast Food",,
New Prashanth Naati Style,Cunningham Road,"South Indian, Biryani",,
California Burrito,Cunningham Road,"Mexican, Fast Food",,
Mel's Korner,Church Street,Fast Food,,
Iyengars' Bakery,Richmond Road,Bakery,,
Sidewalk Cafe - Nahar's Heritage Hotel,St. Marks Road,"Italian, Fast Food",,
Mojo Pizza - 2X Toppings,Residency Road,Pizza,,
Halli Oota,St. Marks Road,"South Indian, Biryani",,
Roll King,City Market,"Rolls, Fast Food, Beverages, Desserts",,
Pop'z Kitchen,Lavelle Road,Bakery,,
New Udupi Upahar,Richmond Road,"South Indian, North Indian, Chinese",,
Chocolate Junction,Ulsoor,Desserts,,
Lassi House,Commercial Street,"Beverages, Desserts",,
Aishwarya Uphar,Ulsoor,"South Indian, North Indian",,
Ultra Biriyani Paradise,Shanti Nagar,Biryani,,
Khally Wally,MG Road,"Biryani, Kebab",,
Stir Fry,Residency Road,"Chinese, Momos",,
Natural Ice Cream,St. Marks Road,"Ice Cream, Desserts",,
New Arya Bhavan,MG Road,"Street Food, Beverages, North Indian",,
AM Biryani Junction,Richmond Road,"North Indian, Chinese, Biryani",,
Kabab and Biryani Centre,Richmond Road,"North Indian, Fast Food",,
Chocolate Philosophy,MG Road,Desserts,,
Sandhya Sagar,Shanti Nagar,"North Indian, Chinese, South Indian",,
Aruba's Lucknow Sheermal House,Frazer Town,"Lucknowi, Kebab, Rolls",,
Cake My Day,Lavelle Road,Desserts,,
Shilpa Vegetarian Restaurant,Shivajinagar,"South Indian, North Indian, Chinese",,
Pappu BC,Shivajinagar,"North Indian, Biryani",,
Chaat Chatore,MG Road,"Fast Food, Street Food",,
AAlvina Restaurant,Kumaraswamy Layout,"North Indian, South Indian, Chinese",,
Mughals Restaurant,Shivajinagar,"Mughlai, North Indian, Chinese, Biryani, Seafood",,
Sri Krishna Foodline,Ulsoor,North Indian,,
Indy's Comfort Food,Shivajinagar,"North Indian, Beverages, Fast Food",,
Just Baked,Commercial Street,"Bakery, Desserts",,
Ambur Hot Dum Biriyani,Shivajinagar,Biryani,,
Sri Sai Sagar Food,MG Road,"Street Food, Fast Food, North Indian",,
La Mirch,Ulsoor,"North Indian, Kashmiri",,
FixMyNutrition,Richmond Road,"Salad, Asian, Continental, Healthy Food",,
The Nourished Kitchen,BTM,"Asian, Continental, Healthy Food",,
Night Kitchen,Shivajinagar,"North Indian, Fast Food, Chinese",,
Lazeez Khana,Shivajinagar,"Arabian, North Indian, Fast Food",,
21 Corner Haus Cafe,Shanti Nagar,"North Indian, Chinese, Biryani",,
The Taste Adda,Ulsoor,"North Indian, Fast Food, Beverages",,
Lassi Corner,Vijay Nagar,"Beverages, Desserts",,
Tasty Treats,MG Road,"South Indian, Chinese, Fast Food",,
Agnihotri Cuisines,MG Road,"Chinese, North Indian, Fast Food",,
Chaithanya Andhra Style Family Restaurant,Cunningham Road,"Andhra, North Indian, Chinese",,
The Sugar Therapy,Richmond Road,"Desserts, Bakery",,
Al Sadique Restaurant,Frazer Town,"Mughlai, North Indian, Street Food",,
Shake N Snack,Shanti Nagar,"Beverages, Fast Food",,
Backyard,Richmond Road,"Continental, South Indian, Fast Food",,
New Kohinoor Hotel,Commercial Street,North Indian,,
Magic Biryani,Richmond Road,"Biryani, Kebab",,
RR Catering,MG Road,"North Indian, Chinese, Biryani",,
Belgian Waffle,Residency Road,Desserts,,
Ambur Hot Dum Biryani,Shanti Nagar,"Biryani, Kebab",,
Jerome Coffee & Food court,MG Road,"South Indian, Street Food",,
Kanis Kitchen,Shivajinagar,South Indian,,
Hit and Run,Central Bangalore,"Fast Food, Continental",,
Bhaiyajees,Richmond Road,"North Indian, South Indian",,
Le ChÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©ri,Shanti Nagar,"Bakery, Desserts",,
The Donut Baker,Ulsoor,Desserts,,
Cake of the Day,Majestic,Bakery,,
Bhaiya Ji Food Court,Ulsoor,"North Indian, Street Food",,
Chinese Corner,Church Street,Chinese,,
Grahaira,Commercial Street,North Indian,,
Zaiqa,Richmond Road,"North Indian, Chinese",,
Rescafe,Residency Road,Beverages,,
Bhaiyaji Food Court,MG Road,"North Indian, Mithai",,
Tandoor Da Funda,MG Road,North Indian,,
Kung Foods,Commercial Street,Chinese,,
Food Court,Richmond Road,Fast Food,,
Rabiya Caterers,Shanti Nagar,Mughlai,,
Cake Couture,Shivajinagar,"Bakery, Desserts",,
Adithya Tiffin Centre,Shanti Nagar,North Indian,,
Jhonsons Happy Kitchen,Richmond Road,"South Indian, Chinese",,
Hunger House 32,Ejipura,"North Indian, Chinese",,
Bhartiya Jalpan,Commercial Street,"North Indian, Street Food, Chinese",,
Batter Splatter,Lavelle Road,Bakery,,
Malabar Kitchen,Commercial Street,"Kerala, North Indian, Chinese",,
Vasudev Adiga's,Church Street,"South Indian, North Indian, Chinese, Street Food",,
Skyline Family Restaurant,Shanti Nagar,"North Indian, Chinese, Seafood, Mangalorean",,
Casa Express,Residency Road,"Chinese, Italian",,
Pappu Chaiwalla,St. Marks Road,"Fast Food, Tea, Beverages",,
The French Loaf,Frazer Town,"Bakery, Desserts",,
Shiv Sagar,MG Road,"South Indian, North Indian, Chinese",,
LocalHost,Whitefield,"Fast Food, Street Food, Beverages",,
Shiv Sagar,Brigade Road,"South Indian, Street Food, North Indian",,
Royal Tea House,Shivajinagar,North Indian,,
Fortune,Majestic,South Indian,,
Siddique Kabab Centre,Frazer Town,"Mughlai, Kebab, Chinese",,
Akshaya Sambrama Veg Restaurant,Vasanth Nagar,"South Indian, Chinese",,
Nawab's Kolkatta Roll,Brigade Road,"Street Food, Rolls",,
Royal Restaurant,Shivajinagar,"North Indian, Chinese",,
Shree Sadguru Refreshment,Ulsoor,"South Indian, Chinese",,
Shan Restaurant,Brigade Road,"Kerala, Chinese, South Indian, North Indian",,
Hotel Nisarga Grand,City Market,"South Indian, North Indian, Chinese",,
Wow Tasty Food,Frazer Town,"Chinese, Fast Food",,
Baahubelly,Brigade Road,"South Indian, North Indian",,
Kerala Kitchen,Brigade Road,"Kerala, South Indian",,
Hatti Punjab Di,Brigade Road,"North Indian, Chinese",,
Safa Hotel,Shivajinagar,"North Indian, Biryani",,
Hotel New Sagar,Shivajinagar,"North Indian, Chinese, Biryani",,
Apsara Hotel,Shivajinagar,North Indian,,
Cool Corner Arun Ice Cream,Frazer Town,"Desserts, Ice Cream",,
Deccan Spices,Richmond Road,"Biryani, Mughlai, Fast Food",,
Fahad Kabab Centre,Frazer Town,"Kebab, Chinese, Biryani",,
Ambur Hot Dum Biryani,Ulsoor,Biryani,,
Sri Rama,Shivajinagar,South Indian,,
Pooja Veg,Frazer Town,South Indian,,
Happy Eats,Indiranagar,"North Indian, Continental",,
Promac Foods,Shanti Nagar,"North Indian, South Indian",,
Magic Box,Indiranagar,"South Indian, North Indian, Chinese",,
Priya's Punjabi,Koramangala 8th Block,North Indian,,
Sethi's,Frazer Town,"North Indian, Chinese, BBQ",,
Hungry Birds,Koramangala 7th Block,Chinese,,
Gowdara Naati Mane,Residency Road,"South Indian, Biryani",,
Sudama Restaurant,Ulsoor,"South Indian, North Indian",,
Cravisthan,Domlur,"South Indian, North Indian",,
Funjabi,Church Street,North Indian,,
Eatato Snack Bar,Brigade Road,"North Indian, Fast Food",,
Keventers,Brigade Road,"Desserts, Beverages, Ice Cream",,
Sweet Chariot,Brigade Road,"Bakery, Fast Food",,
Baskin Robbins,Brigade Road,"Ice Cream, Desserts",,
Lassi Shop,Brigade Road,"Beverages, Ice Cream",,
Snow Gola,Brigade Road,Desserts,,
Mist N Creams,Brigade Road,Ice Cream,,
Ibaco,Brigade Road,Desserts,,
Alchemy - The Chancery Pavilion,Residency Road,Modern Indian,,
Fabelle Chocolate Boutique - ITC Gardenia,Richmond Road,"Desserts, Ice Cream, Beverages",,
Bhagatram Sweets,Commercial Street,"Street Food, Mithai",,
Corner House Ice Cream,Lavelle Road,"Ice Cream, Desserts",,
The Bengaluru Brasserie - Hyatt Centric MG Road,Ulsoor,"Continental, Asian, North Indian, South Indian",,
Amma's Pastries,Ulsoor,Bakery,,
Koshy's,Richmond Road,"Bakery, Fast Food",,
Sugar & Spice - Taj MG Road Bengaluru,MG Road,Desserts,,
Anand Sweets and Savouries,Commercial Street,"Mithai, Street Food",,
ROYCE' Chocolate,Lavelle Road,Desserts,,
Frozen Bottle,Infantry Road,"Beverages, Desserts, Ice Cream",,
Fatima Bakery,Richmond Road,"Bakery, Fast Food",,
Gandharva Bakery and Sweets,Ulsoor,Bakery,,
Bakers 77,MG Road,"Bakery, Fast Food",,
Just Bake,Shanti Nagar,"Bakery, Desserts",,
Bowring Kulfi,Residency Road,"Ice Cream, Desserts",,
Santhanam Sweets & Savouries,Commercial Street,"Mithai, Street Food",,
Smoor,MG Road,Desserts,,
Shilpa Veg,Shivajinagar,"South Indian, Street Food, Beverages, Desserts",,
Sri Jayalakshmi Bakery,Shanti Nagar,"Bakery, Beverages",,
Excelsior Bakery,Shivajinagar,Bakery,,
Drunken Monkey,Church Street,"Beverages, Fast Food",,
The French Loaf,Ulsoor,"Bakery, Desserts, Sandwich",,
Mithai Ghar,Shivajinagar,Mithai,,
Ooty Chocolates,Residency Road,Desserts,,
Surya Bakery,Shanti Nagar,Bakery,,
Jai Mataji Farshan and Sweets,Ulsoor,"Mithai, Street Food",,
Robin Brown Ice Cream,Shivajinagar,Ice Cream,,
Up Bhavan,Commercial Street,"Mithai, Street Food",,
Ice N Spice,MG Road,Desserts,,
Mishra Pedha,Richmond Road,"Mithai, Bakery",,
South Calcutta Sweets & Chat,Shivajinagar,"Street Food, Desserts",,
Me And My Cake,Shanti Nagar,"Bakery, Desserts",,
Sapna's Magic Oven,Shanti Nagar,Bakery,,
Delhi Bhavan,Commercial Street,"Street Food, Mithai",,
S R & Sons Bakery,Commercial Street,Bakery,,
Deli Counter - Gateway Hotel,Residency Road,Bakery,,
Rage Chocolatier,Residency Road,Desserts,,
Brea,Commercial Street,Bakery,,
Arya S.L.Bakery,Richmond Road,"Bakery, Juices, Fast Food",,
Lake N Bake,Commercial Street,"Bakery, Beverages",,
Arya Bhavan Sweets,MG Road,"Mithai, Street Food, North Indian",,
Thanco's Natural Ice Cream,Infantry Road,"Ice Cream, Desserts",,
Sweet Truth,Residency Road,"Bakery, Desserts",,
The Belgian Waffle Co.,Residency Road,"Desserts, Beverages",,
Ganache - The Ritz-Carlton,Residency Road,Bakery,,
Thom's Bakery,Frazer Town,"Bakery, Fast Food",,
Priya Bakery,Wilson Garden,"Bakery, Beverages",,
Udupi Anand Bhavan Sweets,Wilson Garden,Mithai,,
Cafe Coffee Day,Race Course Road,"Cafe, Fast Food",,
Hae Kum Gang,Brigade Road,"Korean, Chinese, Japanese",,
Arbor Brewing Company,Brigade Road,"American, Continental, Salad",,
The Permit Room,Brigade Road,South Indian,,
ShakesBierre,Brigade Road,"Asian, Continental, European, North Indian",,
